Title_text,Title_href,Price,Description,Buyinfo
Inspire 1 PRO - BLack edition - DJI0612,https://drony.heureka.sk/inspire-1-pro-black-edition-dji0612/,"4 070,00 €","Kvadrokoptéra Inspire 1 vybavená 4K kamerou Zenmuse X5 s objektívom, umiestnenou na 3-osom stabilizovanom závesu a integrovaným systémom na prenos obrazu LightBridge (verzia s...",
Yuneec Typhoon H PRO Kvadrokoptéra - YUNTYHBPEU,https://drony.heureka.sk/yuneec-typhoon-h-pro-kvadrokoptera-yuntyhbpeu/,"1 414,00 - 1 463,50 €","Paměť Slot pro paměťovou kartu: microSD Max. velikost paměťové karty (GB): 128 Typ Dron s kamerou RC- provedení: RTF (Ready to Fly) Vlastnosti dálkového ovládání Frekvence: 2,4...",
YUNEEC Q500 G TYPHOON s GB203 GoPro Gimbal RTF a CGO SteadyGrip - YUNTYGEU,https://drony.heureka.sk/yuneec-q500-g-typhoon-s-gb203-gopro-gimbal-rtf-a-cgo-steadygrip-yuntygeu/,"466,75 €","Yuneec Q500 Typhoon je kompletný kvadrokoptéra určená pre letecké snímkovanie vybavená 3-osým závesom určeným pre kamery GoPro Hero a vysielačom s vstavaným dotykovým 5,5...",
SYMA X54HC HD kamera + barometer čierny - RC_46390,https://drony.heureka.sk/syma-x54hc-hd-kamera-plus-barometer-cierny-rc-46390/,"83,66 €","Vylepšená verzia jedného z najúspešnejšie predávaných dronov - SYMA X5HC. Nový model má oproti svojmu predchodcovi vylepšený akumulátor s väčšou kapacitou, je obohatený o...",
SYMA X54HC HD kamera + barometer biely - RC_46390,https://drony.heureka.sk/syma-x54hc-hd-kamera-plus-barometer-biely-rc-46390/,"83,66 €","Vylepšená verzia jedného z najúspešnejšie predávaných dronov - SYMA X5HC. Nový model má oproti svojmu predchodcovi vylepšený akumulátor s väčšou kapacitou, je obohatený o...",
WLtoys RC dron V686K + wifi kamera - CS02994,https://drony.heureka.sk/wltoys-rc-dron-v686k-plus-wifi-kamera-cs02994/,"79,20 - 82,90 €","Kvadrikoptéra WL Toys V686K je vynikajúcou voľbou pre ľudí, ktorí chcú natáčať alebo snímať fotografie za pomoci dronu. Ľahká váha a kompaktné rozmery zabezpečia, že si dron...",
KODO HD Camera Quadcopter RT - DIDE0006,https://drony.heureka.sk/kodo-hd-camera-quadcopter-rt-dide0006/,"59,76 - 68,06 €","Mini kvadrokoptéra sa 106mm rotory a miniatúrne HD kamerou pre pokojné i akrobatické poletovania, robení foto / video snímok doma aj vonku a FPV lietania. RC set s 2.4GHz...",
Dromida Vista UAV Quad červená - DIDE03RR,https://drony.heureka.sk/dromida-vista-uav-quad-cervena-dide03rr/,"66,44 €","Kvadrokoptéra sa 251mm rotory pre pokojné i akrobatické poletovania doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku a USB nabíjačkou pohonného článku.",
Dromida Vista UAV Quad zelená - DIDE03GG,https://drony.heureka.sk/dromida-vista-uav-quad-zelena-dide03gg/,"66,44 €","Kvadrokoptéra sa 251mm rotory pre pokojné i akrobatické poletovania doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku a USB nabíjačkou pohonného článku.",
Dromida Vista UAV Quad modrá - DIDE03BB,https://drony.heureka.sk/dromida-vista-uav-quad-modra-dide03bb/,"66,44 €","Kvadrokoptéra sa 251mm rotory pre pokojné i akrobatické poletovania doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku a USB nabíjačkou pohonného článku.",
Defiant DF-GR02,https://drony.heureka.sk/defiant-df-gr02/,"60,00 €","Postupom času prichádzajú stále nové a nové hračky, s ktorými si môžeme spríjemniť voľný čas. Medzi ne bezpochyby patrí aj kvadrokoptéra Defiant DF-DR02, s ktorou zažijete...",
Defiant DF-GR01,https://drony.heureka.sk/defiant-df-gr01/,"72,00 - 75,00 €","Vyleťte do oblakov s dronom na diaľkové ovládanie Defiant DF-DR01 a zažite s ním množstvo zábavy. Novinka od firmy Defiant poskytuje mnoho užitočných a praktických vlastností,...",
RC hexakoptéra - DJI F550,https://drony.heureka.sk/rc-hexakoptera-dji-f550/,"304,96 €","55 cm, stavebnice Naza-M Lite s GPS + podvozok",
"DJI Phantom 3 LiPo 4480mAh, 15,2V akumulátor - DJI0322-01",https://drony.heureka.sk/dji-phantom-3-lipo-4480mah-15_2v-akumulator-dji0322-01/,"153,81 - 157,03 €",Originální lipol baterie o kapacitě 4480mAh s napětím 15.2V pro drony Phantom 3,
"Parrot MAMBO, kanón & držiak - PF727031AA",https://drony.heureka.sk/parrot-mambo-kanon-drziak-pf727031aa/,"124,99 €",,
"Microkoptéra Galaxy Visitor 8 RTF 2,4GHz mód 2 - NE3912-2",https://drony.heureka.sk/microkoptera-galaxy-visitor-8-rtf-2_4ghz-mod-2-ne3912-2/,"53,08 €","Mini kvadrokoptéra sa 146mm rotory pre pokojné i akrobatické poletovania doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku a USB nabíjačkou pohonného článku.",
"DJI Phantom 4 Pro, 4K Ultra HD kamera - DJI0422",https://drony.heureka.sk/dji-phantom-4-pro-4k-ultra-hd-kamera-dji0422/,"1 699,00 - 1 700,00 €","profesionálny dron • 1"" 20Mpx snímač • mechanická uzávierka • výdrž až 30 minút vo vzduchu • podpora 4K videí • rýchlosť letu až 72 km/h • technológia FlightAutonomy • GPS •...",
SYMA X5UW WiFi HD kamera + barometer - RC_46409,https://drony.heureka.sk/syma-x5uw-wifi-hd-kamera-plus-barometer-rc-46409/,"103,90 €","FPV verzia dronu z populárnej série X5 od SYMA - to je nový dron X5UW, ktorý prináša novú vlnu designu a technológie do sveta týchto modelov. Dron je nesmierne stabilný, veľmi...",
Parrot AR.Drone 2.0 náhradné diely (ozubené kolesá) - PF070047,https://drony.heureka.sk/parrot-ar-drone-2_0-nahradne-diely-ozubene-kolesa-pf070047/,"9,50 €",Parrot AR.Drone 2.0 náhradné diely (ozubené kolesá),
"DJI Phantom 4 Pro+, 4K Ultra HD kamera - DJI0424",https://drony.heureka.sk/dji-phantom-4-pro-plus-4k-ultra-hd-kamera-dji0424/,"1 996,00 - 1 999,00 €","profesionálny dron • 1"" 20Mpx snímač • mechanická uzávierka • výdrž až 30 minút vo vzduchu • podpora 4K videí • rýchlosť letu až 72 km/h • ovládač s 5,5"" displejom • technológia...",
DJI OSMO - Ruční stabilizátor kamery s UHD kamerou + mikrofon FM-15 FlexiMic + 2x baterie - DJI0650-C02,https://drony.heureka.sk/dji-osmo-rucni-stabilizator-kamery-s-uhd-kamerou-plus-mikrofon-fm-15-fleximic-plus-2x-baterie-dji0650-c02/,"689,67 €","Pohyb bez rozmazání, akční záběry bez chvění, perfektní video dokonce i když se pohybujete. Díky pokročilým speciálně navrženým technologiím vám DJI Osmo umožní nahrávat videa a...",
